Hour,Region,PricePeriod,ElectricityPrice_CNY_per_MWh,SellPrice_CNY_per_MWh,CarbonIntensity_tCO2_per_MWh,AvailableRenewable_MW,NonAI_IT_Load_MW,DemandResponseLevel,DataPeriod
1196,RegionE,Peak,556.82,434.32,0.229,540.19,182.147333,Medium,Main_0_2399
1197,RegionE,Peak,557.0,434.46,0.2335,510.22,252.393333,Medium,Main_0_2399
1198,RegionE,Flat,345.82,269.74,0.2373,500.0,258.496,Low,Main_0_2399
1199,RegionE,Flat,345.92,269.82,0.2402,510.22,275.43,Low,Main_0_2399
1200,RegionE,Valley,249.9,194.92,0.2422,540.19,277.628,Low,Main_0_2399
1201,RegionE,Valley,249.96,194.97,0.2429,587.87,314.08,Low,Main_0_2399
1202,RegionE,Valley,250.02,195.02,0.2425,650.0,302.109333,Low,Main_0_2399
1203,RegionE,Valley,250.07,195.05,0.2408,722.35,315.318667,Low,Main_0_2399
1204,RegionE,Valley,250.12,195.09,0.2382,800.0,327.906,Medium,Main_0_2399
1205,RegionE,Valley,250.16,195.12,0.2346,877.65,362.307333,Medium,Main_0_2399
1206,RegionE,Valley,250.2,195.16,0.2305,950.0,386.655667,Medium,Main_0_2399
1207,RegionE,Flat,384.98,300.28,0.226,1012.13,356.490667,Low,Main_0_2399
1208,RegionE,Flat,385.03,300.32,0.2216,1059.81,391.684,Low,Main_0_2399
1209,RegionE,Flat,385.07,300.35,0.2174,1089.78,381.584,Low,Main_0_2399
1210,RegionE,Flat,385.1,300.38,0.2139,1100.0,350.509333,Low,Main_0_2399
1211,RegionE,Flat,385.12,300.39,0.2111,1089.78,327.052667,Low,Main_0_2399
1212,RegionE,Flat,385.14,300.41,0.2094,1059.81,284.273667,Low,Main_0_2399
1213,RegionE,Flat,385.15,300.42,0.2089,1012.13,283.102667,Low,Main_0_2399
1214,RegionE,Flat,385.15,300.42,0.2095,950.0,274.338333,Low,Main_0_2399
1215,RegionE,Flat,385.14,300.41,0.2113,877.65,238.494333,Low,Main_0_2399
1216,RegionE,Flat,385.13,300.4,0.2141,800.0,200.214667,Low,Main_0_2399
1217,RegionE,Peak,558.4,435.55,0.2178,722.35,188.772667,Medium,Main_0_2399
1218,RegionE,Peak,558.36,435.52,0.222,650.0,171.972333,Medium,Main_0_2399
1219,RegionE,Peak,558.3,435.47,0.2266,587.87,138.853333,Medium,Main_0_2399
1220,RegionE,Peak,558.23,435.42,0.2311,540.19,93.827333,Medium,Main_0_2399
1221,RegionE,Peak,558.15,435.36,0.2354,510.22,162.806,Medium,Main_0_2399
1222,RegionE,Flat,346.38,270.18,0.239,500.0,170.403333,Low,Main_0_2399
1223,RegionE,Flat,346.32,270.13,0.2417,510.22,163.976333,Low,Main_0_2399
1224,RegionE,Valley,250.07,195.05,0.2434,540.19,192.953333,Low,Main_0_2399
1225,RegionE,Valley,250.01,195.01,0.244,587.87,259.904,Low,Main_0_2399
1226,RegionE,Valley,249.95,194.96,0.2433,650.0,323.654,Low,Main_0_2399
1227,RegionE,Valley,249.89,194.91,0.2415,722.35,318.101,Low,Main_0_2399
1228,RegionE,Valley,249.82,194.86,0.2386,800.0,369.311333,Medium,Main_0_2399
1229,RegionE,Valley,249.74,194.8,0.2348,877.65,346.49,Low,Main_0_2399
1230,RegionE,Valley,249.66,194.73,0.2305,950.0,346.125333,Low,Main_0_2399
1231,RegionE,Flat,383.96,299.49,0.2258,1012.13,350.004,Medium,Main_0_2399
1232,RegionE,Flat,383.82,299.38,0.2212,1059.81,384.036,Medium,Main_0_2399
1233,RegionE,Flat,383.68,299.27,0.2168,1089.78,301.828667,Low,Main_0_2399
1234,RegionE,Flat,383.53,299.15,0.213,1100.0,276.941,Low,Main_0_2399
1235,RegionE,Flat,383.37,299.03,0.2101,1089.78,285.974333,Low,Main_0_2399
1236,RegionE,Flat,383.2,298.9,0.2082,1059.81,262.658667,Low,Main_0_2399
1237,RegionE,Flat,383.03,298.76,0.2074,1012.13,290.871333,Low,Main_0_2399
1238,RegionE,Flat,382.86,298.63,0.2078,950.0,288.005,Low,Main_0_2399
1239,RegionE,Flat,382.67,298.48,0.2094,877.65,240.901667,Low,Main_0_2399
1240,RegionE,Flat,382.49,298.34,0.212,800.0,219.305,Low,Main_0_2399
1241,RegionE,Peak,554.33,432.38,0.2155,722.35,193.986667,Medium,Main_0_2399
1242,RegionE,Peak,554.04,432.15,0.2196,650.0,178.221333,Medium,Main_0_2399
1243,RegionE,Peak,553.74,431.92,0.2239,587.87,198.503667,Medium,Main_0_2399
1244,RegionE,Peak,553.44,431.68,0.2283,540.19,188.953333,Medium,Main_0_2399
1245,RegionE,Peak,553.13,431.44,0.2323,510.22,207.362,Medium,Main_0_2399
1246,RegionE,Flat,343.13,267.64,0.2357,500.0,192.945333,Low,Main_0_2399
1247,RegionE,Flat,342.93,267.49,0.2383,510.22,241.617667,Low,Main_0_2399
1248,RegionE,Valley,247.52,193.07,0.2399,540.19,268.529333,Low,Main_0_2399
1249,RegionE,Valley,247.38,192.96,0.2402,587.87,308.941333,Low,Main_0_2399
1250,RegionE,Valley,247.23,192.84,0.2394,650.0,333.486,Low,Main_0_2399
1251,RegionE,Valley,247.07,192.71,0.2374,722.35,375.096,Low,Main_0_2399
1252,RegionE,Valley,246.92,192.6,0.2344,800.0,360.336667,Medium,Main_0_2399
1253,RegionE,Valley,246.76,192.47,0.2305,877.65,359.224667,Medium,Main_0_2399
1254,RegionE,Valley,246.61,192.36,0.226,950.0,384.082667,Medium,Main_0_2399
1255,RegionE,Flat,379.15,295.74,0.2212,1012.13,373.674,Medium,Main_0_2399
1256,RegionE,Flat,378.91,295.55,0.2164,1059.81,382.260667,Medium,Main_0_2399
1257,RegionE,Flat,378.66,295.35,0.2119,1089.78,336.556,Low,Main_0_2399
1258,RegionE,Flat,378.41,295.16,0.208,1100.0,376.784,Low,Main_0_2399
1259,RegionE,Flat,378.17,294.97,0.205,1089.78,302.458333,Low,Main_0_2399
1260,RegionE,Flat,377.92,294.78,0.203,1059.81,282.874,Low,Main_0_2399
1261,RegionE,Flat,377.67,294.58,0.2022,1012.13,290.367667,Low,Main_0_2399
1262,RegionE,Flat,377.42,294.39,0.2025,950.0,255.508333,Low,Main_0_2399
1263,RegionE,Flat,377.18,294.2,0.204,877.65,220.199333,Low,Main_0_2399
1264,RegionE,Flat,376.93,294.01,0.2066,800.0,197.936,Low,Main_0_2399
1265,RegionE,Peak,546.2,426.04,0.21,722.35,187.086,Medium,Main_0_2399
1266,RegionE,Peak,545.85,425.76,0.214,650.0,142.811667,Medium,Main_0_2399
1267,RegionE,Peak,545.5,425.49,0.2183,587.87,149.715333,Medium,Main_0_2399
1268,RegionE,Peak,545.15,425.22,0.2226,540.19,183.188667,Medium,Main_0_2399
1269,RegionE,Peak,544.81,424.95,0.2266,510.22,215.339333,Medium,Main_0_2399
1270,RegionE,Flat,337.94,263.59,0.23,500.0,271.114,Low,Main_0_2399
1271,RegionE,Flat,337.74,263.44,0.2326,510.22,251.559333,Low,Main_0_2399
1272,RegionE,Valley,243.77,190.14,0.2341,540.19,298.435333,Low,Main_0_2399
1273,RegionE,Valley,243.63,190.03,0.2345,587.87,327.095333,Low,Main_0_2399
1274,RegionE,Valley,243.48,189.91,0.2337,650.0,388.8,Low,Main_0_2399
1275,RegionE,Valley,243.34,189.81,0.2317,722.35,424.850333,Medium,Main_0_2399
1276,RegionE,Valley,243.2,189.7,0.2287,800.0,428.245,Medium,Main_0_2399
1277,RegionE,Valley,243.07,189.59,0.2249,877.65,414.836667,Low,Main_0_2399
1278,RegionE,Valley,242.94,189.49,0.2204,950.0,416.933333,Medium,Main_0_2399
1279,RegionE,Flat,373.55,291.37,0.2157,1012.13,397.282667,Medium,Main_0_2399
1280,RegionE,Flat,373.36,291.22,0.211,1059.81,361.39,Low,Main_0_2399
1281,RegionE,Flat,373.17,291.07,0.2065,1089.78,324.349333,Low,Main_0_2399
1282,RegionE,Flat,372.99,290.93,0.2027,1100.0,362.613333,Low,Main_0_2399
1283,RegionE,Flat,372.81,290.79,0.1998,1089.78,313.097333,Low,Main_0_2399
1284,RegionE,Flat,372.64,290.66,0.1978,1059.81,236.76,Low,Main_0_2399
1285,RegionE,Flat,372.48,290.53,0.1971,1012.13,210.524,Low,Main_0_2399
1286,RegionE,Flat,372.32,290.41,0.1975,950.0,191.469,Low,Main_0_2399
1287,RegionE,Flat,372.17,290.29,0.1992,877.65,149.183333,Low,Main_0_2399
1288,RegionE,Flat,372.03,290.18,0.2018,800.0,139.89,Low,Main_0_2399
1289,RegionE,Peak,539.24,420.61,0.2054,722.35,176.953333,Medium,Main_0_2399
1290,RegionE,Peak,539.05,420.46,0.2095,650.0,203.39,Medium,Main_0_2399
1291,RegionE,Peak,538.87,420.32,0.214,587.87,216.994667,Medium,Main_0_2399
1292,RegionE,Peak,538.71,420.19,0.2184,540.19,224.5,Medium,Main_0_2399
1293,RegionE,Peak,538.55,420.07,0.2226,510.22,218.899333,Medium,Main_0_2399
1294,RegionE,Flat,334.18,260.66,0.2261,500.0,292.092667,Low,Main_0_2399
1295,RegionE,Flat,334.1,260.6,0.2289,510.22,266.35,Low,Main_0_2399
1296,RegionE,Valley,241.24,188.17,0.2306,540.19,264.91,Low,Main_0_2399
1297,RegionE,Valley,241.19,188.13,0.2311,587.87,340.298667,Low,Main_0_2399
1298,RegionE,Valley,241.14,188.09,0.2305,650.0,402.178333,Low,Main_0_2399
1299,RegionE,Valley,241.1,188.06,0.2287,722.35,383.77,Low,Main_0_2399
1300,RegionE,Valley,241.07,188.03,0.2259,800.0,331.532667,Medium,Main_0_2399
1301,RegionE,Valley,241.04,188.01,0.2222,877.65,362.102667,Medium,Main_0_2399
1302,RegionE,Valley,241.01,187.99,0.218,950.0,378.241667,Medium,Main_0_2399
1303,RegionE,Flat,370.76,289.19,0.2134,1012.13,335.814667,Medium,Main_0_2399
1304,RegionE,Flat,370.74,289.18,0.2089,1059.81,336.006667,Medium,Main_0_2399
1305,RegionE,Flat,370.73,289.17,0.2046,1089.78,297.295333,Low,Main_0_2399
1306,RegionE,Flat,370.72,289.16,0.201,1100.0,316.110667,Low,Main_0_2399
1307,RegionE,Flat,370.72,289.16,0.1983,1089.78,295.544667,Low,Main_0_2399
1308,RegionE,Flat,370.73,289.17,0.1966,1059.81,281.475333,Low,Main_0_2399
1309,RegionE,Flat,370.75,289.19,0.196,1012.13,233.625,Low,Main_0_2399
1310,RegionE,Flat,370.78,289.21,0.1967,950.0,193.384333,Low,Main_0_2399
1311,RegionE,Flat,370.81,289.23,0.1985,877.65,150.586,Low,Main_0_2399
1312,RegionE,Flat,370.85,289.26,0.2014,800.0,138.146,Low,Main_0_2399
1313,RegionE,Peak,537.8,419.48,0.2052,722.35,140.395333,Medium,Main_0_2399
1314,RegionE,Peak,537.88,419.55,0.2095,650.0,105.405333,Medium,Main_0_2399
1315,RegionE,Peak,537.97,419.62,0.2142,587.87,141.228667,Medium,Main_0_2399
1316,RegionE,Peak,538.08,419.7,0.2188,540.19,187.283333,Medium,Main_0_2399
1317,RegionE,Peak,538.19,419.79,0.2232,510.22,169.338,Medium,Main_0_2399
1318,RegionE,Flat,334.12,260.61,0.227,500.0,187.046,Low,Main_0_2399
1319,RegionE,Flat,334.2,260.68,0.2299,510.22,232.022,Low,Main_0_2399
1320,RegionE,Valley,241.43,188.32,0.2318,540.19,214.141333,Low,Main_0_2399
1321,RegionE,Valley,241.5,188.37,0.2326,587.87,273.595333,Low,Main_0_2399
1322,RegionE,Valley,241.57,188.42,0.2322,650.0,299.706333,Low,Main_0_2399
1323,RegionE,Valley,241.64,188.48,0.2306,722.35,360.304333,Low,Main_0_2399
1324,RegionE,Valley,241.72,188.54,0.228,800.0,407.636667,Medium,Main_0_2399
1325,RegionE,Valley,241.8,188.6,0.2245,877.65,426.285333,Low,Main_0_2399
1326,RegionE,Valley,241.89,188.67,0.2204,950.0,467.756667,Medium,Main_0_2399
1327,RegionE,Flat,372.27,290.37,0.2161,1012.13,401.47,Low,Main_0_2399
1328,RegionE,Flat,372.42,290.49,0.2117,1059.81,423.153333,Medium,Main_0_2399
1329,RegionE,Flat,372.56,290.6,0.2077,1089.78,404.215333,Low,Main_0_2399
1330,RegionE,Flat,372.71,290.71,0.2043,1100.0,384.034,Low,Main_0_2399
1331,RegionE,Flat,372.86,290.83,0.2017,1089.78,307.946,Low,Main_0_2399
1332,RegionE,Flat,373.02,290.96,0.2001,1059.81,317.786667,Low,Main_0_2399
1333,RegionE,Flat,373.18,291.08,0.1998,1012.13,293.698,Low,Main_0_2399
1334,RegionE,Flat,373.35,291.21,0.2006,950.0,228.363,Low,Main_0_2399
1335,RegionE,Flat,373.51,291.34,0.2026,877.65,182.149333,Low,Main_0_2399
1336,RegionE,Flat,373.68,291.47,0.2056,800.0,175.562667,Low,Main_0_2399
1337,RegionE,Peak,542.09,422.83,0.2095,722.35,136.365333,Medium,Main_0_2399
1338,RegionE,Peak,542.34,423.03,0.214,650.0,175.328667,Medium,Main_0_2399
1339,RegionE,Peak,542.6,423.23,0.2188,587.87,196.498333,Medium,Main_0_2399
1340,RegionE,Peak,542.86,423.43,0.2236,540.19,201.588,Medium,Main_0_2399
1341,RegionE,Peak,543.12,423.63,0.2281,510.22,168.609,Medium,Main_0_2399
1342,RegionE,Flat,337.27,263.07,0.232,500.0,268.946667,Low,Main_0_2399
1343,RegionE,Flat,337.43,263.2,0.235,510.22,266.493333,Low,Main_0_2399
1344,RegionE,Valley,243.82,190.18,0.237,540.19,283.901333,Low,Main_0_2399
1345,RegionE,Valley,243.94,190.27,0.2378,587.87,292.764667,Low,Main_0_2399
1346,RegionE,Valley,244.05,190.36,0.2375,650.0,332.132,Low,Main_0_2399
1347,RegionE,Valley,244.17,190.45,0.236,722.35,333.284,Low,Main_0_2399
1348,RegionE,Valley,244.29,190.55,0.2334,800.0,369.184667,Low,Main_0_2399
1349,RegionE,Valley,244.4,190.63,0.23,877.65,337.385,Medium,Main_0_2399
1350,RegionE,Valley,244.52,190.73,0.226,950.0,360.379333,Low,Main_0_2399
1351,RegionE,Flat,376.35,293.55,0.2217,1012.13,390.780333,Low,Main_0_2399
1352,RegionE,Flat,376.53,293.69,0.2174,1059.81,369.67,Low,Main_0_2399
1353,RegionE,Flat,376.7,293.83,0.2134,1089.78,346.428667,Low,Main_0_2399
1354,RegionE,Flat,376.86,293.95,0.21,1100.0,329.18,Low,Main_0_2399
1355,RegionE,Flat,377.03,294.08,0.2074,1089.78,299.936667,Low,Main_0_2399
1356,RegionE,Flat,377.19,294.21,0.2059,1059.81,254.091667,Low,Main_0_2399
1357,RegionE,Flat,377.35,294.33,0.2055,1012.13,191.282,Low,Main_0_2399
1358,RegionE,Flat,377.5,294.45,0.2063,950.0,202.693667,Low,Main_0_2399
1359,RegionE,Flat,377.65,294.57,0.2083,877.65,203.197,Low,Main_0_2399
1360,RegionE,Flat,377.8,294.68,0.2113,800.0,159.238667,Low,Main_0_2399
1361,RegionE,Peak,548.02,427.46,0.2151,722.35,189.001333,Medium,Main_0_2399
1362,RegionE,Peak,548.22,427.61,0.2196,650.0,184.33,Medium,Main_0_2399
1363,RegionE,Peak,548.41,427.76,0.2243,587.87,151.566,Medium,Main_0_2399
1364,RegionE,Peak,548.59,427.9,0.229,540.19,126.87,Medium,Main_0_2399
1365,RegionE,Peak,548.77,428.04,0.2335,510.22,179.39,Medium,Main_0_2399
1366,RegionE,Flat,340.72,265.76,0.2373,500.0,251.413333,Low,Main_0_2399
1367,RegionE,Flat,340.82,265.84,0.2402,510.22,309.65,Low,Main_0_2399
1368,RegionE,Valley,246.22,192.05,0.2422,540.19,313.38,Low,Main_0_2399
1369,RegionE,Valley,246.28,192.1,0.2429,587.87,325.518667,Low,Main_0_2399
1370,RegionE,Valley,246.34,192.15,0.2425,650.0,287.12,Low,Main_0_2399
1371,RegionE,Valley,246.39,192.18,0.2408,722.35,297.32,Low,Main_0_2399
1372,RegionE,Valley,246.45,192.23,0.2382,800.0,325.066,Medium,Main_0_2399
1373,RegionE,Valley,246.49,192.26,0.2346,877.65,351.586667,Medium,Main_0_2399
1374,RegionE,Valley,246.53,192.29,0.2305,950.0,323.449333,Medium,Main_0_2399
1375,RegionE,Flat,379.34,295.89,0.226,1012.13,350.635333,Medium,Main_0_2399
1376,RegionE,Flat,379.39,295.92,0.2216,1059.81,346.406667,Low,Main_0_2399
1377,RegionE,Flat,379.44,295.96,0.2174,1089.78,351.602667,Low,Main_0_2399
1378,RegionE,Flat,379.47,295.99,0.2139,1100.0,314.711667,Low,Main_0_2399
1379,RegionE,Flat,379.5,296.01,0.2111,1089.78,275.621333,Low,Main_0_2399
1380,RegionE,Flat,379.52,296.03,0.2094,1059.81,284.795333,Low,Main_0_2399
1381,RegionE,Flat,379.53,296.03,0.2089,1012.13,273.052,Low,Main_0_2399
1382,RegionE,Flat,379.54,296.04,0.2095,950.0,284.545333,Low,Main_0_2399
1383,RegionE,Flat,379.53,296.03,0.2113,877.65,223.437,Low,Main_0_2399
1384,RegionE,Flat,379.52,296.03,0.2141,800.0,171.052,Low,Main_0_2399
1385,RegionE,Peak,550.28,429.22,0.2178,722.35,193.118,Medium,Main_0_2399
1386,RegionE,Peak,550.24,429.19,0.222,650.0,175.439667,Medium,Main_0_2399
1387,RegionE,Peak,550.19,429.15,0.2266,587.87,191.596,Medium,Main_0_2399
1388,RegionE,Peak,550.13,429.1,0.2311,540.19,183.680667,Medium,Main_0_2399
1389,RegionE,Peak,550.06,429.05,0.2354,510.22,225.037333,Medium,Main_0_2399
1390,RegionE,Flat,341.36,266.26,0.239,500.0,266.800667,Low,Main_0_2399
1391,RegionE,Flat,341.3,266.21,0.2417,510.22,295.961333,Low,Main_0_2399
1392,RegionE,Valley,246.45,192.23,0.2434,540.19,301.866667,Low,Main_0_2399
1393,RegionE,Valley,246.39,192.18,0.244,587.87,304.634,Low,Main_0_2399
1394,RegionE,Valley,246.34,192.15,0.2433,650.0,364.01,Low,Main_0_2399
1395,RegionE,Valley,246.27,192.09,0.2415,722.35,362.124,Medium,Main_0_2399
1396,RegionE,Valley,246.21,192.04,0.2386,800.0,327.788,Low,Main_0_2399
1397,RegionE,Valley,246.13,191.98,0.2348,877.65,365.912,Medium,Main_0_2399
1398,RegionE,Valley,246.05,191.92,0.2305,950.0,367.24,Medium,Main_0_2399
1399,RegionE,Flat,378.42,295.17,0.2258,1012.13,363.688,Medium,Main_0_2399
1400,RegionE,Flat,378.29,295.07,0.2212,1059.81,399.114667,Medium,Main_0_2399
1401,RegionE,Flat,378.15,294.96,0.2168,1089.78,349.066667,Low,Main_0_2399
1402,RegionE,Flat,378.0,294.84,0.213,1100.0,319.500333,Low,Main_0_2399
1403,RegionE,Flat,377.85,294.72,0.2101,1089.78,323.608667,Low,Main_0_2399
1404,RegionE,Flat,377.69,294.6,0.2082,1059.81,344.920667,Low,Main_0_2399
1405,RegionE,Flat,377.52,294.47,0.2074,1012.13,327.276,Low,Main_0_2399
1406,RegionE,Flat,377.35,294.33,0.2078,950.0,287.520333,Low,Main_0_2399
1407,RegionE,Flat,377.17,294.19,0.2094,877.65,278.535,Low,Main_0_2399
1408,RegionE,Flat,376.99,294.05,0.212,800.0,239.854667,Low,Main_0_2399
1409,RegionE,Peak,546.36,426.16,0.2155,722.35,228.334,Medium,Main_0_2399
1410,RegionE,Peak,546.08,425.94,0.2196,650.0,227.603,Medium,Main_0_2399
1411,RegionE,Peak,545.79,425.72,0.2239,587.87,208.103333,Medium,Main_0_2399
1412,RegionE,Peak,545.49,425.48,0.2283,540.19,187.303,Medium,Main_0_2399
1413,RegionE,Peak,545.19,425.25,0.2323,510.22,201.266,Medium,Main_0_2399
1414,RegionE,Flat,338.2,263.8,0.2357,500.0,229.100667,Low,Main_0_2399
1415,RegionE,Flat,338.01,263.65,0.2383,510.22,298.946667,Low,Main_0_2399
1416,RegionE,Valley,243.98,190.3,0.2399,540.19,360.539333,Low,Main_0_2399
1417,RegionE,Valley,243.83,190.19,0.2402,587.87,339.675,Low,Main_0_2399
1418,RegionE,Valley,243.68,190.07,0.2394,650.0,364.105333,Low,Main_0_2399
1419,RegionE,Valley,243.53,189.95,0.2374,722.35,359.93,Low,Main_0_2399
1420,RegionE,Valley,243.38,189.84,0.2344,800.0,424.156667,Medium,Main_0_2399
1421,RegionE,Valley,243.23,189.72,0.2305,877.65,390.48,Low,Main_0_2399
1422,RegionE,Valley,243.08,189.6,0.226,950.0,422.1,Medium,Main_0_2399
1423,RegionE,Flat,373.73,291.51,0.2212,1012.13,448.25,Medium,Main_0_2399
1424,RegionE,Flat,373.49,291.32,0.2164,1059.81,428.981,Medium,Main_0_2399
1425,RegionE,Flat,373.25,291.13,0.2119,1089.78,376.008,Medium,Main_0_2399
1426,RegionE,Flat,373.01,290.95,0.208,1100.0,334.779333,Low,Main_0_2399
1427,RegionE,Flat,372.77,290.76,0.205,1089.78,311.292667,Low,Main_0_2399
1428,RegionE,Flat,372.52,290.57,0.203,1059.81,262.25,Low,Main_0_2399
1429,RegionE,Flat,372.28,290.38,0.2022,1012.13,270.53,Low,Main_0_2399
1430,RegionE,Flat,372.04,290.19,0.2025,950.0,261.113,Low,Main_0_2399
1431,RegionE,Flat,371.8,290.0,0.204,877.65,228.344,Low,Main_0_2399
1432,RegionE,Flat,371.56,289.82,0.2066,800.0,149.176667,Low,Main_0_2399
1433,RegionE,Peak,538.42,419.97,0.21,722.35,137.0,Medium,Main_0_2399
1434,RegionE,Peak,538.07,419.69,0.214,650.0,135.267333,Medium,Main_0_2399
1435,RegionE,Peak,537.73,419.43,0.2183,587.87,227.196667,Medium,Main_0_2399
1436,RegionE,Peak,537.39,419.16,0.2226,540.19,215.44,Medium,Main_0_2399
1437,RegionE,Peak,537.06,418.91,0.2266,510.22,201.791333,Medium,Main_0_2399
1438,RegionE,Flat,333.14,259.85,0.23,500.0,229.65,Low,Main_0_2399
1439,RegionE,Flat,332.94,259.69,0.2326,510.22,211.808333,Low,Main_0_2399
1440,RegionE,Valley,240.31,187.44,0.2341,540.19,245.812,Low,Main_0_2399
1441,RegionE,Valley,240.17,187.33,0.2345,587.87,255.556667,Low,Main_0_2399
1442,RegionE,Valley,240.03,187.22,0.2337,650.0,317.751333,Low,Main_0_2399
1443,RegionE,Valley,239.89,187.11,0.2317,722.35,366.123333,Medium,Main_0_2399
1444,RegionE,Valley,239.76,187.01,0.2287,800.0,364.218667,Medium,Main_0_2399
1445,RegionE,Valley,239.63,186.91,0.2249,877.65,399.265,Medium,Main_0_2399
1446,RegionE,Valley,239.5,186.81,0.2204,950.0,408.065333,Medium,Main_0_2399
1447,RegionE,Flat,368.27,287.25,0.2157,1012.13,426.364,Medium,Main_0_2399
1448,RegionE,Flat,368.08,287.1,0.211,1059.81,436.628667,Medium,Main_0_2399
1449,RegionE,Flat,367.9,286.96,0.2065,1089.78,382.95,Low,Main_0_2399
1450,RegionE,Flat,367.73,286.83,0.2027,1100.0,330.042,Low,Main_0_2399
1451,RegionE,Flat,367.56,286.7,0.1998,1089.78,308.374,Low,Main_0_2399
1452,RegionE,Flat,367.39,286.56,0.1978,1059.81,297.893333,Low,Main_0_2399
1453,RegionE,Flat,367.23,286.44,0.1971,1012.13,278.012333,Low,Main_0_2399
1454,RegionE,Flat,367.08,286.32,0.1975,950.0,236.674,Low,Main_0_2399
1455,RegionE,Flat,366.94,286.21,0.1992,877.65,215.926,Low,Main_0_2399
1456,RegionE,Flat,366.8,286.1,0.2018,800.0,197.81,Low,Main_0_2399
1457,RegionE,Peak,531.67,414.7,0.2054,722.35,156.723333,Medium,Main_0_2399
1458,RegionE,Peak,531.5,414.57,0.2095,650.0,133.422667,Medium,Main_0_2399
1459,RegionE,Peak,531.33,414.44,0.214,587.87,187.79,Medium,Main_0_2399
1460,RegionE,Peak,531.17,414.31,0.2184,540.19,189.819333,Medium,Main_0_2399
1461,RegionE,Peak,531.02,414.2,0.2226,510.22,193.265,Medium,Main_0_2399
1462,RegionE,Flat,329.52,257.03,0.2261,500.0,214.418667,Low,Main_0_2399
1463,RegionE,Flat,329.44,256.96,0.2289,510.22,279.386667,Low,Main_0_2399
1464,RegionE,Valley,237.88,185.55,0.2306,540.19,324.498333,Low,Main_0_2399
1465,RegionE,Valley,237.83,185.51,0.2311,587.87,315.745333,Low,Main_0_2399
1466,RegionE,Valley,237.79,185.48,0.2305,650.0,359.594667,Low,Main_0_2399
1467,RegionE,Valley,237.76,185.45,0.2287,722.35,390.593333,Medium,Main_0_2399
1468,RegionE,Valley,237.73,185.43,0.2259,800.0,337.576,Low,Main_0_2399
1469,RegionE,Valley,237.7,185.41,0.2222,877.65,376.774,Medium,Main_0_2399
1470,RegionE,Valley,237.68,185.39,0.218,950.0,345.835333,Medium,Main_0_2399
1471,RegionE,Flat,365.64,285.2,0.2134,1012.13,366.24,Medium,Main_0_2399
1472,RegionE,Flat,365.63,285.19,0.2089,1059.81,319.976,Low,Main_0_2399
1473,RegionE,Flat,365.62,285.18,0.2046,1089.78,299.33,Low,Main_0_2399
1474,RegionE,Flat,365.62,285.18,0.201,1100.0,310.14,Low,Main_0_2399
1475,RegionE,Flat,365.63,285.19,0.1983,1089.78,289.721333,Low,Main_0_2399
1476,RegionE,Flat,365.65,285.21,0.1966,1059.81,286.003333,Low,Main_0_2399
1477,RegionE,Flat,365.67,285.22,0.196,1012.13,259.194,Low,Main_0_2399
1478,RegionE,Flat,365.71,285.25,0.1967,950.0,236.483333,Low,Main_0_2399
1479,RegionE,Flat,365.75,285.29,0.1985,877.65,194.152333,Low,Main_0_2399
1480,RegionE,Flat,365.79,285.32,0.2014,800.0,183.566667,Low,Main_0_2399
1481,RegionE,Peak,530.48,413.77,0.2052,722.35,213.968667,Medium,Main_0_2399
1482,RegionE,Peak,530.57,413.84,0.2095,650.0,207.666667,Medium,Main_0_2399
1483,RegionE,Peak,530.68,413.93,0.2142,587.87,227.949,Medium,Main_0_2399
1484,RegionE,Peak,530.79,414.02,0.2188,540.19,219.125,Medium,Main_0_2399
1485,RegionE,Peak,530.91,414.11,0.2232,510.22,209.093333,Medium,Main_0_2399
1486,RegionE,Flat,329.61,257.1,0.227,500.0,233.27,Low,Main_0_2399
1487,RegionE,Flat,329.7,257.17,0.2299,510.22,246.915333,Low,Main_0_2399
1488,RegionE,Valley,238.19,185.79,0.2318,540.19,334.172,Low,Main_0_2399
1489,RegionE,Valley,238.26,185.84,0.2326,587.87,336.08,Low,Main_0_2399
1490,RegionE,Valley,238.33,185.9,0.2322,650.0,313.843333,Low,Main_0_2399
1491,RegionE,Valley,238.41,185.96,0.2306,722.35,382.642,Medium,Main_0_2399
1492,RegionE,Valley,238.5,186.03,0.228,800.0,405.428,Low,Main_0_2399
1493,RegionE,Valley,238.58,186.09,0.2245,877.65,393.152,Low,Main_0_2399
1494,RegionE,Valley,238.67,186.16,0.2204,950.0,416.686667,Medium,Main_0_2399
1495,RegionE,Flat,367.33,286.52,0.2161,1012.13,425.849333,Medium,Main_0_2399
1496,RegionE,Flat,367.48,286.63,0.2117,1059.81,344.554,Low,Main_0_2399
1497,RegionE,Flat,367.64,286.76,0.2077,1089.78,335.211,Low,Main_0_2399
1498,RegionE,Flat,367.79,286.88,0.2043,1100.0,318.617333,Low,Main_0_2399
1499,RegionE,Flat,367.96,287.01,0.2017,1089.78,331.100667,Low,Main_0_2399
1500,RegionE,Flat,368.12,287.13,0.2001,1059.81,265.02,Low,Main_0_2399
1501,RegionE,Flat,368.29,287.27,0.1998,1012.13,262.694,Low,Main_0_2399
1502,RegionE,Flat,368.46,287.4,0.2006,950.0,241.377333,Low,Main_0_2399
1503,RegionE,Flat,368.64,287.54,0.2026,877.65,208.464667,Low,Main_0_2399
