Hour,Region,AITrainingPower_MW,GPU_Utilization_Percent,UsedRenewable_MW,RenewableCharge_MW,Curtailment_MW,IT_Load_MW,Total_Load_MW,GridPurchase_MW,GridCharge_MW,GridSell_MW,NetGridImport_MW,CarbonEmission_tCO2,SOC_MWh,ChargePower_MW,DischargePower_MW,Baseline_AI_IT_Load_MW
1863,RegionE,55.512,38.631423,232.8232,0.0,424.8268,275.01,343.7625,110.9393,0.0,220.0,-109.0607,23.1087,820.0,0.0,0.0,59.912
1864,RegionE,37.376,31.679842,195.3128,0.0,384.6872,244.141,305.1762,109.8634,0.0,220.0,-110.1366,23.2141,820.0,0.0,0.0,46.076
1865,RegionE,23.8266666667,26.880764,169.5725,0.0,332.7775,227.39,284.2375,0.0,0.0,220.0,-220.0,0.0,696.7043,0.0,114.665,36.1383333333
1866,RegionE,25.168,24.748024,170.2938,0.0,259.7062,247.7,309.625,0.0,0.0,220.0,-220.0,0.0,546.8858,0.0,139.3312,34.423
1867,RegionE,58.24,44.545455,144.6225,0.0,223.2475,210.36,262.95,0.0,0.0,220.0,-220.0,0.0,419.6519,0.0,118.3275,66.82
1868,RegionE,95.4826666667,67.40448,173.085,0.0,165.1972,251.76,314.7,0.0,0.0,201.9078,-201.9078,0.0,267.3777,0.0,141.615,103.9193333333
1869,RegionE,96.592,66.798419,183.0056,0.0,147.2465,266.19,332.7375,0.0,0.0,179.9679,-179.9679,0.0,106.3757,0.0,149.7319,103.702
1870,RegionE,90.328,62.45224,188.9387,62.2122,111.982,274.82,343.525,154.5862,0.0,136.867,17.7193,36.6833,164.8552,62.2122,0.0,96.9713333333
1871,RegionE,89.9626666667,62.575758,214.9538,59.0533,106.2959,312.66,390.825,175.8712,0.0,129.9172,45.9541,42.2443,220.3653,59.0533,0.0,96.8826666667
1872,RegionE,72.848,49.115613,233.255,61.387,110.4966,339.28,424.1,248.445,57.6,135.0514,113.3936,60.1734,332.213,118.987,0.0,76.868
1873,RegionE,77.5733333333,53.801054,254.1138,66.7513,120.1522,369.62,462.025,265.5112,57.6,146.8528,118.6585,64.4927,449.1032,124.3513,0.0,83.4166666667
1874,RegionE,88.128,60.981555,275.1513,74.9698,134.9455,400.22,500.275,282.7237,57.6,164.9335,117.7903,68.5605,573.7188,132.5697,0.0,94.5173333333
1875,RegionE,100.96,68.707181,293.9337,85.6833,154.2298,427.54,534.425,298.0912,57.6,188.5032,109.5881,71.7804,708.405,143.2833,0.0,107.2483333333
1876,RegionE,99.3733333333,68.545784,302.4588,61.118,216.4232,439.94,549.925,305.0662,57.6,220.0,85.0662,72.6668,820.0,118.718,0.0,106.4933333333
1877,RegionE,104.944,70.802042,303.38,0.0,354.27,441.28,551.6,248.22,0.0,220.0,28.22,58.2324,820.0,0.0,0.0,110.9293333333
1878,RegionE,106.728,70.683465,326.3631,0.0,403.6369,474.71,593.3875,267.0244,0.0,220.0,47.0244,61.5491,820.0,0.0,0.0,111.4946666667
1879,RegionE,67.0506666667,42.611989,349.5629,0.0,442.5671,468.75,585.9375,236.3746,0.0,220.0,16.3746,53.4206,820.0,0.0,0.0,68.2073333333
1880,RegionE,44.672,29.341238,379.68,0.0,460.13,474.6,593.25,213.57,0.0,220.0,-6.43,47.3271,820.0,0.0,0.0,46.3853333333
1881,RegionE,28.8213333333,20.803689,371.0136,0.0,498.7664,438.24,547.8,176.7864,0.0,220.0,-43.2136,38.4334,820.0,0.0,0.0,31.8533333333
1882,RegionE,47.64,32.386364,357.5217,0.0,522.4783,405.19,506.4875,148.9658,0.0,220.0,-71.0342,31.8638,820.0,0.0,0.0,50.64
1883,RegionE,32.0266666667,23.336627,329.3865,0.0,540.3935,364.03,455.0375,125.651,0.0,220.0,-94.349,26.5249,820.0,0.0,0.0,35.6266666667
1884,RegionE,57.24,37.475296,328.27,0.0,511.54,359.748,449.685,121.415,0.0,220.0,-98.585,25.4243,820.0,0.0,0.0,59.39
1885,RegionE,66.56,42.56917,297.1744,0.0,494.9556,328.43,410.5375,113.3631,0.0,220.0,-106.6369,23.6816,820.0,0.0,0.0,68.02
1886,RegionE,75.3626666667,47.531291,283.5353,0.0,446.4647,321.339,401.6738,118.1385,0.0,220.0,-101.8615,24.75,820.0,0.0,0.0,76.3426666667
1887,RegionE,80.304,51.59585,250.8558,0.0,406.7942,296.31,370.3875,119.5317,0.0,220.0,-100.4683,25.2571,820.0,0.0,0.0,82.309
1888,RegionE,78.576,51.689723,189.048,0.0,390.952,236.31,295.3875,106.3395,0.0,220.0,-113.6605,22.7673,820.0,0.0,0.0,81.756
1889,RegionE,87.44,57.164032,178.3424,0.0,324.0076,239.15,298.9375,0.0,0.0,220.0,-220.0,0.0,690.3278,0.0,120.5951,90.62
1890,RegionE,54.8933333333,38.835639,168.6781,0.0,261.3219,245.35,306.6875,0.0,0.0,220.0,-220.0,0.0,541.9306,0.0,138.0094,59.668
1891,RegionE,91.64,60.907444,147.3656,0.0,220.5044,214.35,267.9375,0.0,0.0,220.0,-220.0,0.0,412.2834,0.0,120.5719,95.8033333333
1892,RegionE,74.624,53.777997,158.9844,0.0,171.5425,231.25,289.0625,0.0,0.0,209.6631,-209.6631,0.0,272.4145,0.0,130.0781,82.2306666667
1893,RegionE,90.4,63.046772,171.7856,0.0,152.2955,249.87,312.3375,0.0,0.0,186.1389,-186.1389,0.0,121.2834,0.0,140.5519,97.5833333333
1894,RegionE,86.8933333333,59.367589,177.6844,64.4631,116.0336,258.45,323.0625,145.3781,0.0,141.8189,3.5592,34.7454,181.8788,64.4631,0.0,92.5583333333
1895,RegionE,58.336,38.570487,228.2569,56.3926,101.5067,332.01,415.0125,186.7556,0.0,124.0638,62.6918,45.1388,234.8879,56.3926,0.0,60.8916666667
1896,RegionE,92.2346666667,62.463768,236.0669,60.8246,109.4843,343.37,429.2125,250.7456,57.6,133.8142,116.9314,61.0315,346.207,118.4246,0.0,97.7413333333
1897,RegionE,71.7626666667,49.655797,253.8525,66.8035,120.2463,369.24,461.55,265.2975,57.6,146.9677,118.3298,64.7326,463.1463,124.4035,0.0,77.1026666667
1898,RegionE,51.5573333333,38.150527,270.6,75.88,136.584,393.6,492.0,279.0,57.6,166.936,112.064,67.8807,588.6175,133.48,0.0,57.9003333333
1899,RegionE,57.76,42.779974,283.0506,87.8599,158.1478,411.71,514.6375,289.1869,57.6,193.2917,95.8951,69.8386,725.3498,145.4599,0.0,64.9533333333
1900,RegionE,35.744,30.079051,323.7988,43.0917,213.1095,470.98,588.725,322.5263,57.6,220.0,102.5263,76.9548,820.0,100.6917,0.0,43.844
1901,RegionE,47.36,35.151515,312.2556,0.0,345.3944,454.19,567.7375,255.4819,0.0,220.0,35.4819,59.9871,820.0,0.0,0.0,53.3333333333
1902,RegionE,47.36,31.916996,313.2869,0.0,416.7131,455.69,569.6125,256.3256,0.0,220.0,36.3256,59.0831,820.0,0.0,0.0,50.06
1903,RegionE,56.5306666667,37.251318,335.5655,0.0,456.5645,449.98,562.475,226.9095,0.0,220.0,6.9095,51.2362,820.0,0.0,0.0,58.8173333333
1904,RegionE,39.4986666667,26.29776,344.576,0.0,495.234,430.72,538.4,193.824,0.0,220.0,-26.176,42.8739,820.0,0.0,0.0,41.3453333333
1905,RegionE,23.52,15.312912,362.3867,0.0,507.3933,428.05,535.0625,172.6758,0.0,220.0,-47.3242,37.4361,820.0,0.0,0.0,24.2366666667
1906,RegionE,21.784,14.738142,382.563,0.0,497.437,433.57,541.9625,159.3995,0.0,220.0,-60.6005,33.9521,820.0,0.0,0.0,23.044
1907,RegionE,39.36,27.272727,349.1118,0.0,520.6682,385.83,482.2875,133.1757,0.0,220.0,-86.8243,27.9802,820.0,0.0,0.0,42.36
1908,RegionE,54.6106666667,36.809947,324.777,0.0,515.033,355.92,444.9,120.123,0.0,220.0,-99.877,25.0096,820.0,0.0,0.0,57.7306666667
1909,RegionE,63.952,42.460474,304.1977,0.0,487.9323,336.192,420.24,116.0423,0.0,220.0,-103.9577,24.0672,820.0,0.0,0.0,66.952
1910,RegionE,59.44,42.539526,283.418,0.0,446.582,321.206,401.5075,118.0895,0.0,220.0,-101.9105,24.539,820.0,0.0,0.0,65.22
1911,RegionE,76.856,52.840909,239.1016,0.0,418.5484,282.426,353.0325,113.9309,0.0,220.0,-106.0691,23.8571,820.0,0.0,0.0,82.176
1912,RegionE,64.9386666667,43.853755,200.808,0.0,379.192,251.01,313.7625,112.9545,0.0,220.0,-107.0455,23.9464,820.0,0.0,0.0,68.67
1913,RegionE,58.0986666667,38.746706,174.129,0.0,328.221,233.5,291.875,0.0,0.0,220.0,-220.0,0.0,693.3914,0.0,117.746,60.9986666667
1914,RegionE,51.8933333333,34.906126,146.7262,0.0,283.2738,213.42,266.775,0.0,0.0,220.0,-220.0,0.0,564.3067,0.0,120.0487,54.785
1915,RegionE,76.2133333333,50.263505,169.4688,0.0,198.4013,246.5,308.125,0.0,0.0,220.0,-220.0,0.0,415.2139,0.0,138.6562,79.3466666667
1916,RegionE,52.84,36.190711,162.1675,0.0,170.1101,235.88,294.85,0.0,0.0,207.9124,-207.9124,0.0,272.5446,0.0,132.6825,56.34
1917,RegionE,75.2293333333,51.895586,180.3175,0.0,148.4561,262.28,327.85,0.0,0.0,181.4464,-181.4464,0.0,113.9075,0.0,147.5325,80.6293333333
1918,RegionE,74.024,54.659091,198.3506,60.3299,108.5938,288.51,360.6375,162.2869,0.0,132.7257,29.5611,38.251,170.6176,60.3299,0.0,82.904
1919,RegionE,118.3946666667,82.992424,231.0413,55.8358,100.5044,336.06,420.075,189.0337,0.0,122.8387,66.1951,45.0467,223.1032,55.8358,0.0,128.2796666667
1920,RegionE,111.6906666667,75.564888,256.2381,56.7904,102.2227,372.71,465.8875,267.2494,57.6,124.9388,142.3105,64.1131,330.6301,114.3904,0.0,118.2756666667
1921,RegionE,118.3253333333,75.719697,265.5125,64.4715,116.0487,386.2,482.75,274.8375,57.6,141.8373,133.0002,66.016,445.3773,122.0715,0.0,120.9203333333
1922,RegionE,96.3226666667,59.88307,273.185,75.363,135.6534,397.36,496.7,281.115,57.6,165.7986,115.3164,67.2989,570.3625,132.963,0.0,96.6426666667
1923,RegionE,84.216,54.685441,286.8456,87.1009,156.7816,417.23,521.5375,292.2919,57.6,191.6219,100.6699,69.3901,706.3814,144.7009,0.0,86.7213333333
1924,RegionE,71.56,46.655138,316.2981,63.2709,200.431,460.07,575.0875,316.3894,57.6,220.0,96.3894,74.1617,820.0,120.8709,0.0,74.012
1925,RegionE,76.9173333333,51.15942,316.2844,0.0,341.3656,460.05,575.0625,258.7781,0.0,220.0,38.7781,59.6484,820.0,0.0,0.0,80.6173333333
1926,RegionE,61.288,43.186759,319.605,0.0,410.395,464.88,581.1,261.495,0.0,220.0,41.495,59.0979,820.0,0.0,0.0,66.688
1927,RegionE,40.0533333333,28.779644,344.8126,0.0,447.3174,462.38,577.975,233.1624,0.0,220.0,13.1624,51.5755,820.0,0.0,0.0,44.145
1928,RegionE,12.9066666667,12.66469,390.984,0.0,448.826,488.73,610.9125,219.9285,0.0,220.0,-0.0715,47.5925,820.0,0.0,0.0,17.5766666667
1929,RegionE,38.08,26.633729,353.9038,0.0,515.8762,418.03,522.5375,168.6337,0.0,220.0,-51.3663,35.7335,820.0,0.0,0.0,41.1533333333
1930,RegionE,21.736,17.122859,367.7482,0.0,512.2518,416.78,520.975,153.2268,0.0,220.0,-66.7732,31.8712,820.0,0.0,0.0,25.3906666667
1931,RegionE,32.0,23.418972,348.2522,0.0,521.5278,384.88,481.1,132.8478,0.0,220.0,-87.1522,27.2338,820.0,0.0,0.0,35.62
1932,RegionE,48.6026666667,33.672596,329.011,0.0,510.799,360.56,450.7,121.689,0.0,220.0,-98.311,24.7029,820.0,0.0,0.0,52.2226666667
1933,RegionE,40.16,28.025362,312.0318,0.0,480.0982,344.85,431.0625,119.0307,0.0,220.0,-100.9693,24.068,820.0,0.0,0.0,43.391
1934,RegionE,101.92,63.570487,281.8995,0.0,448.1005,319.485,399.3563,117.4568,0.0,220.0,-102.5432,23.785,820.0,0.0,0.0,102.5533333333
1935,RegionE,123.736,76.912055,241.7438,0.0,415.9062,285.547,356.9338,115.19,0.0,220.0,-104.81,23.4988,820.0,0.0,0.0,124.236
1936,RegionE,82.8933333333,51.688076,193.4,0.0,386.6,241.75,302.1875,108.7875,0.0,220.0,-111.2125,22.4755,820.0,0.0,0.0,83.3933333333
1937,RegionE,103.712,64.545455,186.538,0.0,315.812,250.14,312.675,0.0,0.0,220.0,-220.0,0.0,684.3688,0.0,126.137,104.212
1938,RegionE,91.9866666667,57.79809,145.1931,0.0,284.8069,211.19,263.9875,0.0,0.0,220.0,-220.0,0.0,556.6329,0.0,118.7944,92.8866666667
1939,RegionE,106.968,66.926877,172.2188,0.0,195.6513,250.5,313.125,0.0,0.0,220.0,-220.0,0.0,405.1208,0.0,140.9062,107.743
1940,RegionE,68.1386666667,43.5639,176.7563,0.0,163.5452,257.1,321.375,0.0,0.0,199.8886,-199.8886,0.0,249.6168,0.0,144.6187,69.5386666667
1941,RegionE,62.9653333333,41.85112,178.42,0.0,149.31,259.52,324.4,0.0,0.0,182.49,-182.49,0.0,92.649,0.0,145.98,65.8653333333
1942,RegionE,67.328,46.217062,201.6506,59.6699,107.4058,293.31,366.6375,164.9869,0.0,131.2737,33.7131,37.947,148.7387,59.6699,0.0,72.0163333333
1943,RegionE,84.048,56.156126,207.5563,60.5328,108.959,301.9,377.375,169.8187,0.0,133.1721,36.6467,39.4998,205.6395,60.5328,0.0,88.2396666667
1944,RegionE,118.4906666667,78.810935,237.9163,60.4548,108.8186,346.06,432.575,252.2587,57.6,133.0005,119.2583,59.0538,316.611,118.0548,0.0,124.0906666667
1945,RegionE,148.0693333333,97.374835,251.79,67.216,120.9888,366.24,457.8,263.61,57.6,147.8752,115.7348,61.8165,433.938,124.816,0.0,153.9693333333
1946,RegionE,124.2213333333,80.775692,283.0369,73.3926,132.1067,411.69,514.6125,289.1756,57.6,161.4638,127.7118,67.5803,557.0711,130.9926,0.0,128.228
1947,RegionE,77.968,50.937088,301.7094,84.1281,151.4306,438.85,548.5625,304.4531,57.6,185.0819,119.3713,70.5418,690.2955,141.7281,0.0,80.7596666667
1948,RegionE,100.1626666667,66.190711,306.6319,80.3835,192.9846,446.01,557.5125,308.4806,57.6,220.0,88.4806,70.5495,820.0,137.9835,0.0,104.546
1949,RegionE,91.1946666667,60.121871,308.5913,0.0,349.0587,448.86,561.075,252.4837,0.0,220.0,32.4837,56.7836,820.0,0.0,0.0,95.0413333333
1950,RegionE,60.5333333333,41.166008,317.9825,0.0,412.0175,462.52,578.15,260.1675,0.0,220.0,40.1675,57.3409,820.0,0.0,0.0,64.36
1951,RegionE,66.4,44.361001,331.0091,0.0,461.1209,443.87,554.8375,223.8284,0.0,220.0,3.8284,48.2798,820.0,0.0,0.0,69.7933333333
1952,RegionE,116.2026666667,76.195652,376.632,0.0,463.178,470.79,588.4875,211.8555,0.0,220.0,-8.1445,44.7015,820.0,0.0,0.0,120.686
1953,RegionE,102.7226666667,66.933465,365.3244,0.0,504.4556,431.52,539.4,174.0756,0.0,220.0,-45.9244,35.9466,820.0,0.0,0.0,106.1596666667
1954,RegionE,75.152,49.179842,354.6717,0.0,525.3283,401.96,502.45,147.7783,0.0,220.0,-72.2217,29.9547,820.0,0.0,0.0,77.952
1955,RegionE,67.072,43.387681,361.4085,0.0,508.3715,399.42,499.275,137.8665,0.0,220.0,-82.1335,27.5457,820.0,0.0,0.0,69.0603333333
1956,RegionE,61.04,38.290514,313.0514,0.0,526.7586,343.07,428.8375,115.7861,0.0,220.0,-104.2139,22.9025,820.0,0.0,0.0,61.64
1957,RegionE,61.4186666667,40.500659,306.2571,0.0,485.8729,338.468,423.085,116.8279,0.0,220.0,-103.1721,23.0268,820.0,0.0,0.0,64.0186666667
1958,RegionE,31.44,22.875494,276.3291,0.0,453.6709,313.172,391.465,115.1359,0.0,220.0,-104.8641,22.7393,820.0,0.0,0.0,34.94
1959,RegionE,69.1866666667,46.750659,232.8579,0.0,424.7921,275.051,343.8137,110.9558,0.0,220.0,-109.0442,22.1024,820.0,0.0,0.0,73.2566666667
1960,RegionE,62.728,43.186759,209.32,0.0,370.68,261.65,327.0625,117.7425,0.0,220.0,-102.2575,23.7604,820.0,0.0,0.0,67.228
1961,RegionE,82.104,58.348155,197.1721,0.0,305.1779,264.4,330.5,0.0,0.0,220.0,-220.0,0.0,676.6367,0.0,133.3279,89.8373333333
1962,RegionE,83.1733333333,58.33004,171.215,0.0,258.785,249.04,311.3,0.0,0.0,220.0,-220.0,0.0,526.0077,0.0,140.085,90.22
1963,RegionE,73.12,50.573123,160.3869,0.0,207.4831,233.29,291.6125,0.0,0.0,220.0,-220.0,0.0,384.9049,0.0,131.2256,78.55
1964,RegionE,96.7146666667,67.29249,148.445,0.0,176.2853,215.92,269.9,0.0,0.0,215.4598,-215.4598,0.0,254.3081,0.0,121.455,104.3573333333
1965,RegionE,93.936,66.604084,171.8613,0.0,152.2614,249.98,312.475,0.0,0.0,186.0973,-186.0973,0.0,103.1105,0.0,140.6138,102.5093333333
1966,RegionE,107.7066666667,76.488801,217.6488,56.4702,101.6464,316.58,395.725,178.0762,0.0,124.2345,53.8417,40.263,156.1925,56.4702,0.0,117.6766666667
1967,RegionE,63.1013333333,48.965744,222.5094,57.5421,103.5758,323.65,404.5625,182.0531,0.0,126.5927,55.4604,41.672,210.2821,57.5421,0.0,73.0286666667
1968,RegionE,85.28,61.600791,244.31,59.176,106.5168,355.36,444.2,257.49,57.6,130.1872,127.3028,59.3772,320.0516,116.776,0.0,94.2
1969,RegionE,97.0906666667,67.807971,258.5688,65.8602,118.5484,376.1,470.125,269.1562,57.6,144.8925,124.2637,62.202,436.1042,123.4602,0.0,104.9106666667
1970,RegionE,64.4106666667,46.129776,287.8081,72.4384,130.3891,418.63,523.2875,293.0794,57.6,159.3644,133.715,67.5548,558.3403,130.0384,0.0,70.7253333333
1971,RegionE,43.2933333333,30.584651,300.8706,84.2959,151.7326,437.63,547.0375,303.7669,57.6,185.4509,118.316,69.4715,691.7224,141.8959,0.0,47.1866666667
1972,RegionE,34.9893333333,23.980567,318.0444,78.8655,183.0901,462.61,578.2625,317.8181,57.6,220.0,97.8181,71.7951,820.0,136.4655,0.0,37.3893333333
1973,RegionE,31.0346666667,21.439394,308.0481,0.0,349.6019,448.07,560.0875,252.0394,0.0,220.0,32.0394,56.0031,820.0,0.0,0.0,33.3346666667
1974,RegionE,40.96,26.161067,332.09,0.0,397.91,483.04,603.8,271.71,0.0,220.0,51.71,59.2328,820.0,0.0,0.0,41.835
1975,RegionE,51.464,33.12747,355.0888,0.0,437.0412,476.16,595.2,240.1112,0.0,220.0,20.1112,51.2397,820.0,0.0,0.0,52.824
1976,RegionE,48.888,31.18083,365.632,0.0,474.178,457.04,571.3,205.668,0.0,220.0,-14.332,42.964,820.0,0.0,0.0,49.888
1977,RegionE,76.6986666667,48.326746,355.343,0.0,514.437,419.73,524.6625,169.3195,0.0,220.0,-50.6805,34.6428,820.0,0.0,0.0,77.6686666667
1978,RegionE,99.888,62.77668,342.4775,0.0,537.5225,388.14,485.175,142.6975,0.0,220.0,-77.3025,28.6822,820.0,0.0,0.0,100.988
1979,RegionE,107.864,70.172925,315.7597,0.0,554.0203,348.97,436.2125,120.4528,0.0,220.0,-99.5472,23.8858,820.0,0.0,0.0,111.464
1980,RegionE,112.832,76.18083,328.5547,0.0,511.2552,360.06,450.075,121.5203,0.0,220.0,-98.4797,23.8909,820.0,0.0,0.0,119.407
1981,RegionE,70.3893333333,47.775033,311.1034,0.0,481.0266,343.824,429.78,118.6766,0.0,220.0,-101.3234,23.2606,820.0,0.0,0.0,74.7243333333
1982,RegionE,58.9893333333,41.569499,281.9268,0.0,448.0732,319.516,399.395,117.4682,0.0,220.0,-102.5318,23.106,820.0,0.0,0.0,64.0093333333
1983,RegionE,56.2346666667,41.292819,235.3173,0.0,422.3327,277.956,347.445,112.1277,0.0,220.0,-107.8723,22.2574,820.0,0.0,0.0,62.6963333333
1984,RegionE,74.816,56.773715,203.224,0.0,376.776,254.03,317.5375,114.3135,0.0,220.0,-105.6865,23.0227,820.0,0.0,0.0,85.349
1985,RegionE,74.8213333333,55.438076,157.6333,0.0,344.7167,211.38,264.225,0.0,0.0,220.0,-220.0,0.0,705.3853,0.0,106.5917,84.0413333333
1986,RegionE,70.512,53.428854,161.0125,0.0,268.9875,234.2,292.75,0.0,0.0,220.0,-220.0,0.0,563.7321,0.0,131.7375,80.392
1987,RegionE,63.936,47.751976,159.4794,0.0,208.3906,231.97,289.9625,0.0,0.0,220.0,-220.0,0.0,423.4276,0.0,130.4831,72.274
1988,RegionE,40.256,28.514493,187.8525,0.0,158.5519,273.24,341.55,0.0,0.0,193.7856,-193.7856,0.0,258.1615,0.0,153.6975,43.9526666667
1989,RegionE,33.144,23.087945,179.6438,0.0,148.7593,261.3,326.625,0.0,0.0,181.8169,-181.8169,0.0,100.1171,0.0,146.9812,35.794
1990,RegionE,28.7466666667,23.484848,182.4969,63.5006,114.3011,265.45,331.8125,149.3156,0.0,139.7014,9.6142,33.8946,159.8077,63.5006,0.0,34.5466666667
1991,RegionE,25.584,19.901186,217.0369,58.6366,105.5459,315.69,394.6125,177.5756,0.0,129.0006,48.575,40.8246,214.9262,58.6366,0.0,29.734
1992,RegionE,26.7306666667,20.461133,248.5863,58.3208,104.9773,361.58,451.975,260.9887,57.6,128.3057,132.6831,60.4972,323.8917,115.9207,0.0,30.7306666667
1993,RegionE,36.32,30.039526,243.3613,68.9017,124.0231,353.98,442.475,256.7138,57.6,151.5838,105.1299,59.7116,442.8033,126.5017,0.0,44.02
1994,RegionE,46.9653333333,40.8778,276.7256,74.6549,134.3788,402.51,503.1375,284.0119,57.6,164.2407,119.7711,65.9476,567.1229,132.2549,0.0,58.9803333333
1995,RegionE,67.68,50.019763,296.67,85.136,153.2448,431.52,539.4,300.33,57.6,187.2992,113.0308,69.2561,701.2947,142.736,0.0,76.0
1996,RegionE,61.224,44.925889,301.7575,68.6822,209.5603,438.92,548.65,304.4925,57.6,220.0,84.4925,69.4243,820.0,126.2822,0.0,68.424
1997,RegionE,52.856,39.352767,323.455,0.0,334.195,470.48,588.1,264.645,0.0,220.0,44.645,59.4128,820.0,0.0,0.0,59.526
1998,RegionE,54.9733333333,38.863636,334.015,0.0,395.985,485.84,607.3,273.285,0.0,220.0,53.285,60.232,820.0,0.0,0.0,59.778
1999,RegionE,73.824,48.366271,357.7959,0.0,434.3341,479.79,599.7375,241.9416,0.0,220.0,21.9416,52.2836,820.0,0.0,0.0,76.5446666667
2000,RegionE,72.0053333333,47.236495,355.144,0.0,484.666,443.93,554.9125,199.7685,0.0,220.0,-20.2315,42.291,820.0,0.0,0.0,74.7053333333
2001,RegionE,80.1386666667,51.71278,364.1392,0.0,505.6408,430.12,537.65,173.5108,0.0,220.0,-46.4892,36.0382,820.0,0.0,0.0,82.277
2002,RegionE,80.3733333333,50.915679,370.5188,0.0,509.4812,419.92,524.9,154.3812,0.0,220.0,-65.6188,31.5401,820.0,0.0,0.0,81.6466666667
2003,RegionE,57.072,38.112648,326.4458,0.0,543.3342,360.78,450.975,124.5292,0.0,220.0,-95.4708,25.1175,820.0,0.0,0.0,59.952
2004,RegionE,46.9813333333,35.082345,323.6646,0.0,516.1454,354.701,443.3762,119.7116,0.0,220.0,-100.2884,23.9543,820.0,0.0,0.0,53.1066666667
2005,RegionE,29.728,24.288538,294.4418,0.0,497.6882,325.41,406.7625,112.3207,0.0,220.0,-107.6793,22.4417,820.0,0.0,0.0,35.728
2006,RegionE,60.816,42.921607,284.3356,0.0,445.6644,322.246,402.8075,118.4719,0.0,220.0,-101.5281,23.7655,820.0,0.0,0.0,66.1426666667
2007,RegionE,117.12,77.075099,240.1217,0.0,417.5283,283.631,354.5387,114.417,0.0,220.0,-105.583,23.1809,820.0,0.0,0.0,121.7
2008,RegionE,138.0,92.243083,202.3416,0.0,377.6584,252.927,316.1588,113.8172,0.0,220.0,-106.1828,23.4008,820.0,0.0,0.0,144.88
2009,RegionE,158.3466666667,102.910079,174.5988,0.0,327.7512,234.13,292.6625,0.0,0.0,220.0,-220.0,0.0,693.0498,0.0,118.0637,163.3666666667
2010,RegionE,210.64,135.454545,151.6281,0.0,278.3719,220.55,275.6875,0.0,0.0,220.0,-220.0,0.0,559.6526,0.0,124.0594,215.984
2011,RegionE,154.5066666667,101.646904,145.8944,0.0,221.9756,212.21,265.2625,0.0,0.0,220.0,-220.0,0.0,431.2998,0.0,119.3681,160.8066666667
2012,RegionE,111.6586666667,75.434783,200.4544,0.0,152.881,291.57,364.4625,0.0,0.0,186.8546,-186.8546,0.0,254.9469,0.0,164.0081,118.212
2013,RegionE,129.7066666667,86.389987,186.0513,0.0,145.8759,270.62,338.275,0.0,0.0,178.2928,-178.2928,0.0,91.2655,0.0,152.2237,136.0666666667
2014,RegionE,91.344,64.087615,192.5481,61.4904,110.6827,280.07,350.0875,157.5394,0.0,135.2788,22.2605,36.5491,149.0664,61.4904,0.0,99.1106666667
2015,RegionE,103.6666666667,71.501976,203.9538,61.2533,110.2558,296.66,370.825,166.8712,0.0,134.7572,32.1141,39.2147,206.6445,61.2533,0.0,111.1363333333
2016,RegionE,97.792,66.762187,247.5069,58.5366,105.3659,360.01,450.0125,260.1056,57.6,128.7806,131.325,61.645,315.8129,116.1366,0.0,104.198
2017,RegionE,80.8533333333,52.434124,251.7006,67.2339,121.021,366.11,457.6375,263.5369,57.6,147.9145,115.6224,62.6691,433.1568,124.8339,0.0,83.3033333333
2018,RegionE,108.16,70.536891,286.3712,72.7258,130.9064,416.54,520.675,291.9037,57.6,159.9967,131.9071,69.3271,555.663,130.3257,0.0,111.8633333333
2019,RegionE,73.0933333333,49.983531,293.5763,85.7548,154.3585,427.02,533.775,297.7987,57.6,188.6605,109.1383,70.2805,690.4164,143.3547,0.0,77.9133333333
2020,RegionE,54.416,38.358037,313.1356,80.2549,186.6095,455.47,569.3375,313.8019,57.6,220.0,93.8019,73.2414,820.0,137.8549,0.0,59.1626666667
2021,RegionE,71.6,49.672266,315.3081,0.0,342.3419,458.63,573.2875,257.9794,0.0,220.0,37.9794,59.3353,820.0,0.0,0.0,76.8583333333
2022,RegionE,69.5066666667,45.83004,333.0525,0.0,396.9475,484.44,605.55,272.4975,0.0,220.0,52.4975,61.5844,820.0,0.0,0.0,72.2733333333
2023,RegionE,48.272,35.782279,348.3027,0.0,443.8273,467.06,583.825,235.5223,0.0,220.0,15.5223,52.2153,820.0,0.0,0.0,54.2653333333
2024,RegionE,57.344,41.650198,345.208,0.0,494.602,431.51,539.3875,194.1795,0.0,220.0,-25.8205,42.2146,820.0,0.0,0.0,63.614
2025,RegionE,35.1866666667,26.717721,358.6193,0.0,511.1607,423.6,529.5,170.8807,0.0,220.0,-49.1193,36.4659,820.0,0.0,0.0,40.092
2026,RegionE,39.96,28.532609,362.2423,0.0,517.7577,410.54,513.175,150.9327,0.0,220.0,-69.0673,31.6959,820.0,0.0,0.0,43.72
2027,RegionE,60.3413333333,42.305665,361.7524,0.0,508.0276,399.8,499.75,137.9976,0.0,220.0,-82.0024,28.6207,820.0,0.0,0.0,65.3013333333
2028,RegionE,86.24,62.302372,342.5799,0.0,497.2301,375.43,469.2875,126.7076,0.0,220.0,-93.2924,26.0891,820.0,0.0,0.0,95.25
2029,RegionE,96.3733333333,68.519433,301.7438,0.0,490.3862,333.48,416.85,115.1062,0.0,220.0,-104.8938,23.6543,820.0,0.0,0.0,105.3626666667
2030,RegionE,81.12,63.244401,288.0344,0.0,441.9656,326.438,408.0475,120.0131,0.0,220.0,-99.9869,24.7587,820.0,0.0,0.0,94.3233333333
